7250,20305437,124137,4954,12579,140.71,4954
7300,21496164,131683,4998,12847,142.88,5000
7350,19063327,117383,4946,11639,143.08,4946
7400,19111536,116952,5018,12217,144.73,5018
7450,23488285,143864,5017,12538,144.86,5018
7500,24473550,150301,5069,13563,151.21,5071
7550,20651892,126127,5013,12452,150.64,5013
7600,21090228,129037,5028,12080,142.68,5030
7650,24101631,146970,5090,13298,147.96,5091
7700,24038476,146497,5012,12820,149.05,5012
7750,22587452,138714,4935,13087,149.91,4937
7800,21764106,133865,5077,13169,153.03,5078
7850,23677484,144874,4986,12877,148.97,4986
7900,24250709,148220,4927,12639,146.46,4929
7950,21363081,130262,5034,13886,156.27,5036
8000,21071040,128169,5048,12638,150.1,5048
8050,26445618,161517,4947,13839,156.57,4947
8100,24557580,149406,4989,13507,156.37,4990
8150,25398741,154297,5077,13345,152.78,5077
8200,28672530,175068,4856,14614,164.05,4858
8250,27637087,169166,4924,13912,157.92,4925
8300,27868910,169395,5029,14743,169.31,5030
8350,27198705,166170,4955,13912,160.97,4956
8400,24585456,149759,4999,13978,159.22,5000
8450,28878213,175458,5040,14486,166.92,5042
8500,27459420,167517,5010,14645,165.58,5011
8550,28899769,175550,4974,14794,169.7,4974
8600,27145298,165448,4969,14577,165.86,4969
8650,28644561,174535,5041,14867,171.02,5046
8700,31149567,190591,4957,14924,168.39,4959
8750,27889312,170136,5048,13910,161.73,5048
8800,26349840,161445,4956,15036,169.73,4962
8850,27469869,167842,5055,14624,171.11,5056
8900,31206960,190237,4929,14245,166.85,4930
8950,27606812,168735,5103,14599,169.34,5105
9000,31044240,188654,5047,14608,163.22,5049
9050,28716374,174578,4988,15453,173.54,4990
9100,33407829,203351,4957,15611,175.74,4958
9150,30452206,186161,5010,16040,182.41,5012
9200,34631284,211029,5090,15544,174.95,5091
9250,28319800,172590,4921,16177,177.05,4922
9300,36666273,223442,5005,15867,176.85,5005
9350,28307499,172039,4975,15754,178.13,4975
9400,31164760,190911,4986,15574,186.18,4986
9450,33874281,207448,4996,15767,186.65,4997
9500,32580440,198477,4941,16372,182.67,4941
9550,34341991,208762,5020,16149,183.34,5020
9600,35638560,217026,4983,15503,178.5,4983
9650,33257181,204507,5030,17181,190.05,5031
9700,33758716,206864,5046,15787,186.84,5047
9750,34957942,214448,5002,16953,192.19,5003
9800,32949952,200902,5008,17034,189.95,5010
9850,38924934,238791,4983,16649,190.96,4985
9900,33535953,204685,5108,17703,197.87,5108
9950,36025666,220943,5001,16171,195.45,5003
10000,38868100,237660,4998,17585,199.5,4999
